"","pvalue","Group2 Deaths","Group2 Deaths with Top","Group2 Deaths with Down","Mean Group2 Top","Mean Group2 Down","Mean Group1"
"ENSG00000005022",0.00498671498357617,114,59,55,249.784259708738,92.720663028169,150.179230151339
"ENSG00000000419",0.00515852994106447,101,47,54,51.4067097087379,24.907076056338,35.422582887078
"ENSG00000004660",0.00644754148622728,107,32,75,3.81314708737864,0.844825,1.98833853317811
"ENSG00000000003",0.00699656720608832,105,34,71,4.29524029126214,0.0357482394366197,1.32072374854482
"ENSG00000005156",0.00779306087135423,109,62,47,5.25449902912621,2.28846408450704,3.56529569266589
"ENSG00000007968",8.92818626807568e-08,109,70,39,14.9196980582524,1.07751373239437,5.63384074505239
"ENSG00000007923",6.44813399741651e-05,109,65,44,8.00394126213592,4.31926584507042,5.91669511059371
"ENSG00000006042",7.41179357568456e-05,99,54,45,2.00086504854369,0.0164672535211268,0.505858556461001
"ENSG00000006659",0.000564427797680955,97,56,41,3.99219854368932,0.0182996478873239,1.08814947613504
"ENSG00000006459",0.000775239522875171,109,26,83,12.2989966019417,3.36200070422535,6.74078870779977
"ENSG00000007080",0.0014002677459467,112,62,50,31.9368184466019,16.0024507042254,22.5640385331781
"ENSG00000007376",0.00155550526602943,111,58,53,13.2966451456311,6.45051338028169,9.34576123399301
"ENSG00000007933",0.00199779947712442,111,58,53,1.62501262135922,0.0171274647887324,0.457237951105937
"ENSG00000007062",0.0026051977890641,110,59,51,0.135077184466019,0.00357992957746479,0.0441107101280559
"ENSG00000006451",0.00428158623189023,111,62,49,12.4588446601942,6.17393274647887,8.85772747380675
"ENSG00000006530",0.00479052537576929,105,59,46,7.96897330097087,3.49716091549296,5.32831362048894
"ENSG00000006607",0.00531220754522088,109,32,77,6.08818155339806,2.3085588028169,3.87957229336438
"ENSG00000007402",0.00552496508214839,105,32,73,1.60792961165049,0.377720774647887,0.846211059371362
"ENSG00000006625",0.00712800412930903,110,61,49,11.2086762135922,3.36980211267606,6.54743399301513
"ENSG00000006634",0.00977157868332379,95,44,51,14.5793097087379,5.16718028169014,8.75839708963912
"ENSG00000009694",9.74774627682251e-09,95,62,33,1.45879368932039,0.0112052447552448,0.410154249126892
"ENSG00000011260",3.07452441616896e-07,111,65,46,19.3956834951456,10.2414964788732,13.9421718277066
"ENSG00000011426",4.26222149019218e-07,121,75,46,2.77525631067961,0.307990492957746,1.15894866123399
"ENSG00000008517",2.64123944193617e-06,118,65,53,2.93844902912621,0.0363210526315789,0.904399185098952
"ENSG00000010072",2.74555599166781e-06,111,66,45,3.04826165048544,1.19223838028169,1.8974832363213
"ENSG00000011332",3.54555326764761e-06,112,66,46,0.326042233009709,0.0558404929577465,0.15071187427241
"ENSG00000009790",5.74372637140996e-06,95,59,36,16.9639029126214,1.46885457746479,7.16524563445867
"ENSG00000011376",9.6772244317922e-06,109,73,36,3.48608106796117,1.32156971830986,2.25320186263097
"ENSG00000011304",1.27435028040024e-05,115,70,45,46.2001077669903,27.6011848591549,35.5781325960419
"ENSG00000008838",0.000290442261401402,108,60,48,14.037990776699,7.18588626760563,10.1579036088475
"ENSG00000008952",0.000524981085057941,104,36,68,82.928536097561,30.2414253521127,51.8695813736903
"ENSG00000010292",0.000903336011090494,116,70,46,11.8009524271845,3.49585246478873,7.11788032596042
"ENSG00000008277",0.00141036604189326,105,59,46,2.25226019417476,0.160755789473684,0.846773573923166
"ENSG00000010244",0.00201647388624859,115,56,59,16.9289053398058,9.69526901408451,12.7536464493597
"ENSG00000008513",0.00202748491101834,100,53,47,15.730695631068,0.737068309859155,5.6465661233993
"ENSG00000009307",0.00342693303486263,104,34,70,184.323074757282,81.5952647887324,127.215158556461
"ENSG00000010319",0.00404993232544715,100,54,46,2.5599427184466,0.0708704225352113,0.726815133876601
"ENSG00000010810",0.00622698481205197,92,49,43,4.38995776699029,0.190379225352113,1.56131292200233
"ENSG00000008324",0.00644110285014055,105,52,53,25.8226354368932,12.0985003521127,17.6801555296857
"ENSG00000013810",3.41274151161031e-07,117,73,44,6.44076796116505,1.33974366197183,3.18069301513388
"ENSG00000015285",5.02019964709888e-07,110,66,44,30.4037689320388,14.0150950704225,20.7543755529686
"ENSG00000018510",1.37699024593818e-06,111,70,41,6.64900922330097,3.35835774647887,4.75389161816065
"ENSG00000012048",3.78014410351568e-06,107,69,38,3.10250776699029,0.552071830985916,1.5243338766007
"ENSG00000019549",4.22497220025075e-05,97,53,44,0.922716019417476,0.01364,0.282850407450524
"ENSG00000011677",4.61011496555308e-05,93,57,36,1.79212912621359,0.00231719298245614,0.45260908032596
"ENSG00000014138",5.4051871456795e-05,111,69,42,5.4029072815534,1.77311408450704,3.20619685681024
"ENSG00000014641",6.84038171762102e-05,109,68,41,39.3631383495146,15.0303468309859,25.143053201397
"ENSG00000014164",0.000111598450665662,104,57,47,8.64057572815534,3.57023556338028,5.46465576251455
"ENSG00000014914",0.000199259279012876,100,57,43,2.6334645631068,0.149154225352113,0.891007916181606
"ENSG00000013725",0.000317058343693555,98,53,45,1.03286359223301,0.0438422535211268,0.364337834691502
"ENSG00000012963",0.000575948079873823,108,63,45,14.2837868932039,5.85601267605634,9.46822130384168
"ENSG00000018189",0.00098229124326521,108,61,47,15.4762266990291,3.51211936619718,8.17051816065192
"ENSG00000018607",0.00107009860628915,172,34,138,0.0218752380952381,0.00016737400530504,0.00294086146682189
"ENSG00000012061",0.00121022373524504,106,32,74,16.0826898058252,7.08503943661972,10.9314305005821
"ENSG00000011590",0.00171366257106209,103,55,48,3.13648495145631,0.185325263157895,1.00699650756694
"ENSG00000013374",0.00307976832582957,93,29,64,12.2029359223301,2.85393309859155,7.01431757857974
"ENSG00000013306",0.00357403211271268,111,61,50,55.7718014563107,29.4500345070423,40.5837183934808
"ENSG00000013392",0.00372203052430387,102,34,68,12.0074208737864,4.12843521126761,7.39009231664726
"ENSG00000019102",0.00399728875239436,112,55,57,0.589090776699029,0.0131109154929577,0.17507904540163
"ENSG00000020181",0.00516322924034007,99,46,53,0.243605339805825,0.0103014084507042,0.0770871944121071
"ENSG00000015413",0.00657499719724663,95,28,67,143.941433495146,1.93665809859155,42.6125139697322
"ENSG00000013503",0.00796557664940778,116,66,50,4.05377669902913,1.69501654929577,2.7436641443539
"ENSG00000019582",0.00851268882007483,109,34,75,1204.85465291262,133.960753169014,507.320307334109
"ENSG00000018610",0.0087209897513395,91,47,44,13.8115927184466,5.73782323943662,8.76913282887078
"ENSG00000029993",1.67421632113474e-13,95,64,31,16.5210286407767,1.65901830985915,6.81039057043073
"ENSG00000027869",1.14448614807472e-07,102,65,37,2.14978300970874,0.0556292253521127,0.668806169965076
"ENSG00000024526",2.14690372701831e-07,109,73,36,2.46329368932039,0.192415492957746,0.963511757857974
"ENSG00000027644",1.47828391727778e-06,101,59,42,0.189980582524272,0.00358521126760563,0.052902677532014
"ENSG00000023572",2.46757090556216e-05,109,67,42,11.335840776699,3.6223176056338,6.58141187427241
"ENSG00000026103",3.40129847009596e-05,90,51,39,9.3745140776699,0.248359507042254,2.64456309662398
"ENSG00000029153",4.63246254301941e-05,107,61,46,1.82343300970874,0.0480746478873239,0.613231431897555
"ENSG00000026652",7.69625632457416e-05,104,62,42,1.17115776699029,0.0527978873239437,0.40178207217695
"ENSG00000022355",0.000203759099794976,150,58,92,0.12152572815534,0.000817454545454545,0.031214318975553
"ENSG00000029559",0.000211847370152896,125,58,67,0.77938932038835,0.00251420765027322,0.202730384167637
"ENSG00000027697",0.000574616681128903,108,26,82,88.826572815534,17.0011415492958,42.9156464493597
"ENSG00000031691",0.000683211284730811,105,66,39,5.13543398058252,0.989269824561404,2.74615366705471
"ENSG00000020426",0.000793626540045111,98,57,41,5.14669077669903,1.93571795774648,3.3502490104773
"ENSG00000026751",0.000932104833369141,112,40,72,481.857629611651,147.795927816901,286.573223748545
"ENSG00000020922",0.00197848906234288,103,60,43,8.41564223300971,3.2477823943662,5.37670221187427
"ENSG00000030110",0.00210105094484114,102,51,51,39.6453660194175,13.0343580985916,23.1752200232829
"ENSG00000025423",0.00285534767769413,103,58,45,1.00400825242718,0.126652112676056,0.438761816065192
"ENSG00000028310",0.00351404314784487,100,52,48,8.8888645631068,4.47860457746479,6.37094295692666
"ENSG00000025770",0.00360749617749789,92,43,49,31.9078048543689,12.5089070422535,20.1975247962747
"ENSG00000025772",0.0043858114919485,103,50,53,18.5711131067961,6.83577992957746,10.8972409778813
"ENSG00000024862",0.00451934256758368,98,28,70,31.9946019417476,11.4140471830986,19.429151338766
"ENSG00000027847",0.00453368566293522,106,35,71,15.8134490291262,8.24392992957747,11.5411731082654
"ENSG00000026508",0.00507704997361325,99,51,48,78.4471922330097,2.03519295774648,28.8926214202561
"ENSG00000020633",0.00636639763346059,102,51,51,24.8927495145631,6.83321936619718,13.6998151338766
"ENSG00000026950",0.00853822843313456,99,36,63,61.8204572815534,19.2680014084507,36.5383474970896
"ENSG00000030304",0.00869419791409398,129,57,72,0.0725116504854369,0.000797836538461538,0.0192927823050058
"ENSG00000035499",6.94254694844076e-08,116,76,40,3.77210048543689,0.448062676056338,1.62253166472643
"ENSG00000040275",3.27463566929254e-07,109,73,36,3.94006650485437,1.0668323943662,2.20756495925495
"ENSG00000035720",9.76956586029587e-06,101,27,74,80.7308038834951,8.7466735915493,36.169719790454
"ENSG00000040341",2.80026458112648e-05,101,64,37,5.04000145631068,1.94106514084507,3.21475145518044
"ENSG00000037897",5.64026546321372e-05,104,62,42,13.0413815533981,5.36885246478873,8.45059499417928
"ENSG00000035687",0.000226592524196878,108,59,49,27.2696966019417,10.9940862676056,17.3903074505239
"ENSG00000037474",0.000267450490994858,104,64,40,26.8692970873786,14.1172813380282,19.6697402793946
"ENSG00000037241",0.000457770252665357,103,61,42,18.2237752427184,8.76886971830986,12.8906313154831
"ENSG00000033327",0.000487027795723405,112,28,84,21.4493461165049,3.67266478873239,10.2505578579744
"ENSG00000036672",0.00130502728125625,105,57,48,6.54115679611651,0.0358753521126761,1.56306600698487
"ENSG00000042088",0.00200183230132345,110,63,47,5.6713640776699,2.4488014084507,3.85565029103609
"ENSG00000034053",0.00244883650203331,109,55,54,1.93155194174757,0.00765352112676056,0.477115599534342
"ENSG00000041353",0.00285881053772252,103,51,52,0.349926699029126,0.0109383802816901,0.0992079161816065
"ENSG00000043462",0.00409962905301653,97,53,44,9.73103980582524,0.32566514084507,3.20783096623981
"ENSG00000034693",0.00450117086081481,93,34,59,10.3687922330097,2.9628485915493,6.23889906868452
"ENSG00000042317",0.00662488952737439,103,36,67,1.30152330097087,0.422931338028169,0.800664726426077
"ENSG00000042832",0.00684741363690133,107,57,50,1.22776747572816,0.119070422535211,0.517446449359721
"ENSG00000033122",0.00772950847386378,101,45,56,0.389700970873786,0.0715411971830986,0.171647264260768
"ENSG00000042445",0.00822304716296807,102,36,66,22.5761927184466,11.1958834507042,15.9332349243306
"ENSG00000051341",1.99228133990204e-09,108,72,36,2.5687786407767,0.369430281690141,1.11326845168801
"ENSG00000049323",1.36802849048934e-08,96,20,76,15.2082165048544,1.63385422535211,6.46355168800931
"ENSG00000051180",3.03184191530192e-07,117,71,46,2.85695048543689,0.467645070422535,1.28068160651921
"ENSG00000047597",1.77057354744381e-06,97,63,34,8.90978689320388,0.927691197183099,4.04564528521537
"ENSG00000049541",1.62128789805704e-05,107,65,42,9.26725242718447,3.4171264084507,5.8074151338766
"ENSG00000047315",3.63246886755375e-05,100,57,43,29.8167189320388,14.7665214788732,21.0420161816065
"ENSG00000047249",0.000127323762284082,102,60,42,5.57218009708738,2.44434647887324,3.79091268917346
"ENSG00000047410",0.000231638331906425,106,60,46,25.5780305825243,10.4422940140845,16.6253935972061
"ENSG00000049768",0.000291237274904321,106,58,48,0.271004854368932,0.0651323943661972,0.142765774155995
"ENSG00000044459",0.000295093088258591,107,65,42,1.12225291262136,0.101310211267606,0.501585797438882
"ENSG00000047579",0.000634719104595671,105,62,43,7.14955436893204,3.33108274647887,4.95290849825378
"ENSG00000051596",0.000718516001857572,96,59,37,3.57867087378641,1.04271056338028,2.10532933643772
"ENSG00000047346",0.00105592426107948,112,31,81,55.7098412621359,16.4682007042254,31.1655967403958
"ENSG00000049540",0.00139935659296231,108,53,55,0.0501281553398058,0.000408965517241379,0.0143701979045402
"ENSG00000050555",0.00207030697237998,113,58,55,0.116960194174757,0.00110962199312715,0.0321998835855646
"ENSG00000046774",0.00215630384041665,104,59,45,13.1134072815534,0.104604577464789,3.70920384167637
"ENSG00000050030",0.00319361759091696,102,35,67,2.04158495145631,0.127603873239437,0.895668568102445
"ENSG00000046604",0.00340906604668223,110,60,50,14.0396932038835,0.053881338028169,3.67764377182771
"ENSG00000051108",0.00467050375350198,105,31,74,572.36660776699,166.316957746479,321.718877997672
"ENSG00000050426",0.00698962824655303,109,36,73,15.2754776699029,6.84948415492958,10.512373806752
"ENSG00000049249",0.00880531696474651,103,52,51,0.0810626213592233,0.00137570422535211,0.0245024447031432
"ENSG00000058804",6.60109946060139e-06,102,67,35,8.18430631067961,2.87444577464789,5.08698521536671
"ENSG00000054392",1.21884938496519e-05,104,63,41,1.42590970873786,0.0113712280701754,0.429433410942957
"ENSG00000053372",2.42359408327841e-05,97,64,33,15.0170029126214,5.86924366197183,10.0544705471478
"ENSG00000057294",4.08987745096345e-05,113,67,46,11.8947184466019,0.0423658450704225,3.33067590221187
"ENSG00000058272",5.92326664523579e-05,107,57,50,7.57910339805825,3.30143767605634,5.09961385331781
"ENSG00000052841",0.000123210201697588,101,34,67,24.1307218446602,12.5898669014085,17.7147557625146
"ENSG00000055208",0.00024649846763003,104,31,73,27.0342665048544,9.93145492957746,17.0940766006985
"ENSG00000057252",0.000310209303986397,104,60,44,9.72692669902913,3.55584471830986,6.04897613504075
"ENSG00000056277",0.000348992989565922,92,53,39,3.34903398058252,0.981384154929577,1.84333178114086
"ENSG00000058056",0.000495150147439949,110,64,46,2.96637378640777,0.338729225352113,1.37943538998836
"ENSG00000055211",0.00079009377767536,104,30,74,34.0465189320388,11.6333095070423,20.906180209546
"ENSG00000056558",0.000876097032565637,108,58,50,12.1142631067961,2.94611197183099,6.45842153667055
"ENSG00000055044",0.00114281717831266,107,58,49,63.8864427184466,31.7119954225352,45.0417819557625
"ENSG00000054277",0.00183084989836602,106,62,44,5.45793009708738,0.900823943661972,2.56807450523865
"ENSG00000055147",0.0022392892530344,89,33,56,11.364167961165,5.08886091549296,7.96626635622817
"ENSG00000053108",0.00463262149044685,100,54,46,1.15331941747573,0.00576619718309859,0.292793364377183
"ENSG00000055070",0.00542873512068864,103,55,48,16.6753402912621,7.87787429577465,11.3816722933644
"ENSG00000054118",0.00608762743578406,97,52,45,33.0806436893204,16.1254080985915,23.6264670547148
"ENSG00000057657",0.0085462356267384,99,51,48,133.463123300971,43.0290468309859,78.6842956926659
"ENSG00000055609",0.00906091812181142,103,28,75,13.7564597087379,5.26983767605634,8.43382770663562
"ENSG00000062822",1.42107334788477e-07,118,75,43,9.46889660194175,3.09223485915493,5.60635308498254
"ENSG00000064313",4.20450207205825e-07,110,66,44,9.35108640776699,4.77008838028169,6.62594074505239
"ENSG00000060688",6.25075910365425e-07,103,68,35,8.24057475728155,4.07177781690141,5.91366868451688
"ENSG00000059588",2.9447557378437e-05,101,62,39,12.0725252427184,2.61897535211268,6.5773565774156
"ENSG00000060709",0.000283419737683088,93,53,40,0.336266504854369,0.00107288732394366,0.0920228172293364
"ENSG00000063601",0.00029466006613299,92,50,42,18.3087567961165,6.7302926056338,10.9231536670547
"ENSG00000064199",0.000298120174690886,105,63,42,0.501577669902913,0.0588855633802817,0.217154598370198
"ENSG00000060237",0.000464579191844172,102,61,41,10.8241699029126,4.14388345070423,7.09679138533178
"ENSG00000061794",0.000574363323839866,102,60,42,22.6633393203883,8.38318661971831,14.3910615832363
"ENSG00000064012",0.000588413744639471,108,56,52,20.077154368932,7.93809084507042,12.6259001164144
"ENSG00000062582",0.00145951718209014,106,31,75,12.6961432038835,3.96131514084507,7.59538277066356
"ENSG00000061337",0.0014713921257834,120,52,68,0.0296126213592233,0.000481179775280899,0.00919918509895227
"ENSG00000060138",0.0026473454141297,103,53,50,25.3026461165049,0.292246478873239,8.83956065192084
"ENSG00000061676",0.00301347536025764,100,32,68,4.60793106796117,0.43088485915493,1.97531222351572
"ENSG00000063177",0.00348843830834256,102,30,72,517.210483495146,140.072220070423,287.818538183935
"ENSG00000059691",0.00379756414731525,101,59,42,1.80499660194175,0.70651514084507,1.18274796274738
"ENSG00000059804",0.00432930398303211,104,49,55,10.5695898058252,0.10560985915493,2.75555471478463
"ENSG00000063245",0.00444578134726981,118,37,81,8.73631893203883,3.94964225352113,5.92828928987194
"ENSG00000060971",0.0051107034837935,95,26,69,10.6542626213592,5.76010176056338,7.87058474970896
"ENSG00000060339",0.00571762235846085,106,56,50,19.1031786407767,11.4223394366197,14.8222827706636
"ENSG00000061918",0.0075459741611843,99,53,46,0.840108252427184,0.0369031690140845,0.276704656577416
"ENSG00000062716",0.00783593910827063,102,55,47,35.3726339805825,8.15451443661972,17.2664429569267
"ENSG00000064703",0.008397888936297,101,49,52,4.40470097087379,1.86815352112676,2.88326298020955
"ENSG00000062370",0.00972382325231802,115,64,51,0.547055339805825,0.00317922535211268,0.151331781140861
"ENSG00000065328",2.55037790886092e-09,117,77,40,1.8094067961165,0.169280633802817,0.715738067520373
"ENSG00000066279",5.92070192872995e-09,117,76,41,4.87304805825243,0.459950352112676,1.95546740395809
"ENSG00000066027",2.19132328094229e-06,102,59,43,21.6612063106796,8.23184647887324,13.5715381839348
"ENSG00000065911",7.85886091975163e-05,107,65,42,53.0790660194175,13.897851056338,28.9734218859139
"ENSG00000065548",8.40757095956768e-05,102,55,47,46.0573208737864,24.4806345070423,33.0138563445867
"ENSG00000065978",0.00013109935999811,102,58,44,268.408202912621,140.535941197183,193.750753667055
"ENSG00000065534",0.000305746159079745,104,61,43,2.20443932038835,0.0558588028169014,0.632685564610012
"ENSG00000065135",0.000334726481938996,104,59,45,3.29043786407767,1.46147007042254,2.2203641443539
"ENSG00000065361",0.00136179260896441,107,52,55,0.183466504854369,0.00366062717770035,0.0458335273573923
"ENSG00000066294",0.00137444065635606,107,28,79,3.0692859223301,0.232279577464789,1.11102130384168
"ENSG00000067057",0.00165928656077086,108,56,52,3.37495922330097,0.0505521126760563,0.887101280558789
"ENSG00000066044",0.0033085688468163,107,63,44,12.7403441747573,6.23508697183099,9.25709965075669
"ENSG00000065621",0.00411919653038473,104,31,73,1.43792766990291,0.247194718309859,0.658238183934808
"ENSG00000064932",0.0069488139689643,95,46,49,30.0005912621359,7.74445176056338,15.151582072177
"ENSG00000065371",0.00968696267345814,176,51,125,0.00812023121387283,0.000176239067055394,0.00174528521536671
"ENSG00000068489",7.51451967317962e-09,110,75,35,3.79674660194175,0.441051408450704,1.64572479627474
"ENSG00000068781",1.37686034795692e-08,172,48,124,0.00784772727272727,6.17606602475929e-05,0.0013291036088475
"ENSG00000067191",1.57838594416759e-07,98,59,39,1.31842621359223,0.150021830985915,0.545872642607683
"ENSG00000069248",1.91952042927213e-07,107,64,43,13.7365072815534,5.57209823943662,8.71389511059371
"ENSG00000067533",3.31102878103895e-06,104,69,35,5.17636262135922,1.73370704225352,3.13694388824214
"ENSG00000068097",1.9167842466139e-05,105,63,42,4.35239805825243,1.35128169014085,2.51939941792782
"ENSG00000068654",2.31572321086615e-05,106,67,39,7.0550927184466,2.73896161971831,4.51481536670547
"ENSG00000069275",0.000161337760585356,108,65,43,34.8728825242718,10.5920235915493,20.5403816065192
"ENSG00000069849",0.000249386515479344,97,56,41,40.816477184466,10.7412084507042,22.9615931315483
"ENSG00000069702",0.000564702436517628,115,63,52,0.754449514563107,0.0311736842105263,0.252637951105937
"ENSG00000067704",0.000729845879658075,106,64,42,39.1025436893204,13.0421834507042,23.5989168800931
"ENSG00000069011",0.00113148497772708,104,58,46,4.21337621359223,0.0171246478873239,1.08582922002328
"ENSG00000068137",0.00140864739862034,102,60,42,30.7190941747573,5.27673063380282,15.10564225844
"ENSG00000067225",0.00149542762959898,99,55,44,47.0103970873786,16.9081978873239,28.2569111757858
"ENSG00000067596",0.00153340990166106,100,49,51,7.39372524271845,3.24024647887324,4.77482293364377
"ENSG00000069956",0.00154575884902808,102,51,51,16.9027067961165,6.34783133802817,10.0325201396973
"ENSG00000069424",0.00170204918135641,105,59,46,12.0893140776699,4.43407711267606,7.40494202561118
"ENSG00000067208",0.00203157204869753,99,28,71,4.26470825242718,1.71255598591549,2.8066736903376
"ENSG00000067900",0.0021545359916989,112,51,61,11.5427791262136,4.72215528169014,7.45122363213038
"ENSG00000068796",0.00318261311901313,102,57,45,15.3597524271845,6.39539964788732,10.2445272409779
"ENSG00000067840",0.00416819808819846,102,45,57,0.189668446601942,0.0101540350877193,0.0640318975552969
"ENSG00000068985",0.00518891601686655,105,58,47,27.8812417475728,0.00336338028169014,6.90150267753201
"ENSG00000068394",0.0058628776273858,96,56,40,15.7449029126214,7.17541514084507,10.9766082654249
"ENSG00000067829",0.00626338352731781,96,48,48,39.4780742718447,16.2015933098592,24.4734263096624
"ENSG00000071539",8.81468675828501e-10,113,76,37,3.74783495145631,0.391170070422535,1.51870989522701
"ENSG00000072571",3.88851070121099e-07,109,73,36,5.60689368932039,0.760208450704225,2.48393410942957
"ENSG00000070950",1.58052659671171e-06,112,69,43,3.18922621359223,1.12394295774648,1.94217415599534
"ENSG00000072401",1.99635343937077e-05,96,53,43,7.88582038834951,2.96674823943662,4.84046309662398
"ENSG00000070182",2.47505040040785e-05,102,58,44,2.28005922330097,0.019031338028169,0.602755413271246
"ENSG00000071073",5.08890752576319e-05,105,29,76,3.92828398058252,0.743783802816901,1.97225064027939
"ENSG00000072501",7.66716733339168e-05,106,66,40,14.2330233009709,5.30405528169014,8.92981583236321
"ENSG00000071626",0.000170334028078978,108,63,45,18.5553854368932,11.6113056338028,14.6327271245634
"ENSG00000070831",0.000371380300266622,96,48,48,69.1119339805825,30.4796538732394,45.4074012805588
"ENSG00000071859",0.000640713878262367,100,53,47,46.0497485436893,16.8539897887324,27.4283038416764
"ENSG00000070759",0.00093726601960431,106,30,76,14.7651116504854,5.00290105633803,8.93856519208382
"ENSG00000070193",0.00171927694618645,110,28,82,0.0802101941747573,0.000719786096256685,0.0242955762514552
"ENSG00000071564",0.00215538004118021,105,60,45,79.6543873786408,34.3007845070423,53.4813526193248
"ENSG00000071282",0.00222674562802827,100,55,45,0.387017475728155,0.00553450704225352,0.114948894062864
"ENSG00000072110",0.00322997935684377,100,50,50,2.23016553398058,0.0587869718309859,0.705868800931315
"ENSG00000072182",0.00428584674488008,93,48,45,0.238823300970874,0.0233091549295775,0.0941179278230501
"ENSG00000070729",0.00806935666756858,110,52,58,0.139226341463415,0.000233950617283951,0.0337054714784633
"ENSG00000070367",0.00821202088242778,102,60,42,6.33991893203884,2.38493485915493,4.08785832363213
"ENSG00000071894",0.00912527460223356,100,51,49,41.8392009708738,17.7849605633803,27.2716989522701
"ENSG00000071054",0.00916096266046507,90,26,64,9.37823786407767,0.477468309859155,3.77065552968568
"ENSG00000073111",5.78864733924433e-11,110,77,33,13.2699723300971,1.90485985915493,5.94315366705472
"ENSG00000075218",5.95424898275354e-09,115,75,40,3.06087961165049,0.358546478873239,1.28022118742724
"ENSG00000072818",6.8753630233509e-08,121,71,50,14.8973970873786,3.76724014084507,8.23407275902212
"ENSG00000075131",7.65338961428164e-07,105,71,34,4.35475097087379,1.28175211267606,2.48216763678696
"ENSG00000075223",4.61215686675676e-06,100,57,43,0.470570873786408,0.00354753521126761,0.139941792782305
"ENSG00000074800",6.80151284848662e-06,103,65,38,130.372191747573,45.5842496478873,78.3688731082654
"ENSG00000072864",3.78356192337614e-05,106,64,42,2.51285048543689,0.982545422535211,1.58417951105937
"ENSG00000075213",6.67487570539249e-05,101,60,41,2.95931699029126,0.0456338028169014,0.918531781140861
"ENSG00000073584",6.69110027390341e-05,98,55,43,6.53457669902913,3.30851478873239,4.67490547147846
"ENSG00000074047",9.61466210522843e-05,121,55,66,0.0316024509803922,0.00047020202020202,0.0088477299185099
"ENSG00000073008",0.000616443299697012,102,59,43,2.49131067961165,0.0628200704225352,0.761625145518044
"ENSG00000073792",0.00121270589855738,107,54,53,1.11264417475728,0.0158901754385965,0.297892316647264
"ENSG00000073910",0.0013152273895688,95,53,42,0.658897087378641,0.0132922535211268,0.204051222351572
"ENSG00000073849",0.00201663011683817,104,35,69,170.615102427184,47.5938588028169,96.5105820721769
"ENSG00000073670",0.00230289214665425,112,60,52,0.745494660194175,0.127028873239437,0.345365774155995
"ENSG00000075188",0.00299102738221357,107,66,41,7.04120679611651,2.34401443661972,4.55725308498254
"ENSG00000073598",0.0044477085098984,105,57,48,0.288092718446602,0.0536683098591549,0.148841792782305
"ENSG00000073605",0.00620745989307436,100,54,46,14.2479155339806,3.30789154929577,7.59169790454016
"ENSG00000072786",0.00972611477629048,98,49,49,13.5250713592233,6.22664577464789,9.22512572759022
"ENSG00000077152",3.40878769655717e-10,108,77,31,15.4087004854369,1.62424753521127,6.56621129220023
"ENSG00000076382",2.11447559461675e-09,115,72,43,8.24213980582524,1.73559964788732,4.07398277066356
"ENSG00000076003",5.13124076562121e-09,114,76,38,18.7885839805825,4.71333978873239,9.89331629802095
"ENSG00000075702",1.22317053152798e-08,116,73,43,2.49522378640777,0.376213028169014,1.10545925494761
"ENSG00000077514",3.44705063382023e-08,106,72,34,3.7815713592233,1.14069929577465,2.1960980209546
